N,F_兵力函数
2996,315
2997,315
2998,315
2999,316
3000,316
3001,316
3002,316
3003,317
3004,317
3005,317
3006,317
3007,317
3008,317
3009,317
3010,317
3011,317
3012,317
3013,317
3014,317
3015,317
3016,317
3017,317
3018,317
3019,317
3020,318
3021,318
3022,318
3023,318
3024,318
3025,318
3026,318
3027,318
3028,318
3029,318
3030,318
3031,318
3032,318
3033,318
3034,318
3035,318
3036,318
3037,318
3038,318
3039,318
3040,318
3041,319
3042,319
3043,319
3044,319
3045,319
3046,319
3047,319
3048,319
3049,319
3050,319
3051,320
3052,320
3053,320
3054,320
3055,320
3056,320
3057,320
3058,320
3059,320
3060,320
3061,320
3062,320
3063,321
3064,321
3065,321
3066,321
3067,321
3068,321
3069,321
3070,321
3071,321
3072,321
3073,321
3074,321
3075,321
3076,321
3077,321
3078,321
3079,321
3080,321
3081,321
3082,321
3083,322
3084,322
3085,322
3086,322
3087,322
3088,322
3089,322
3090,322
3091,322
3092,322
3093,322
3094,322
3095,322
3096,322
3097,322
3098,322
3099,322
3100,322
3101,323
3102,323
3103,323
3104,323
3105,324
3106,324
3107,324
3108,324
3109,324
3110,324
3111,324
3112,324
3113,324
3114,324
3115,324
3116,324
3117,324
3118,324
3119,324
3120,324
3121,324
3122,324
3123,324
3124,324
3125,324
3126,325
3127,325
3128,325
3129,325
3130,325
3131,325
3132,325
3133,325
3134,325
3135,325
3136,325
3137,325
3138,325
3139,325
3140,325
3141,325
3142,325
3143,325
3144,325
3145,325
3146,326
3147,326
3148,326
3149,326
3150,326
3151,327
3152,327
3153,327
3154,327
3155,327
3156,327
3157,327
3158,327
3159,327
3160,327
3161,327
3162,327
3163,327
3164,327
3165,327
3166,327
3167,327
3168,327
3169,327
3170,328
3171,328
3172,328
3173,328
3174,328
3175,328
3176,328
3177,328
3178,328
3179,328
3180,328
3181,328
3182,328
3183,328
3184,328
3185,328
3186,328
3187,328
3188,328
3189,328
3190,328
3191,328
3192,329
3193,329
3194,329
3195,329
3196,329
3197,329
3198,329
3199,329
3200,329
3201,329
3202,330
3203,330
3204,330
3205,330
3206,330
3207,330
3208,330
3209,330
3210,330
3211,330
3212,330
3213,330
3214,331
3215,331
3216,331
3217,331
3218,331
3219,331
3220,331
3221,331
3222,331
3223,331
3224,331
3225,331
3226,331
3227,331
3228,331
3229,331
3230,331
3231,331
3232,331
3233,331
3234,331
3235,332
3236,332
3237,332
3238,332
3239,332
3240,332
3241,332
3242,332
3243,332
3244,332
3245,332
3246,332
3247,332
3248,332
3249,332
3250,333
3251,333
3252,333
3253,333
3254,333
3255,333
3256,333
3257,333
3258,333
3259,333
3260,334
3261,334
3262,334
3263,334
3264,334
3265,334
3266,334
3267,334
3268,334
3269,334
3270,334
3271,334
3272,334
3273,334
3274,334
3275,334
3276,334
3277,334
3278,334
3279,334
3280,334
3281,334
3282,335
3283,335
3284,335
3285,335
3286,335
3287,335
3288,335
3289,335
3290,335
3291,335
3292,335
3293,335
3294,335
3295,335
3296,335
3297,335
3298,335
3299,335
3300,335
3301,336
3302,336
3303,336
3304,337
3305,337
3306,337
3307,337
3308,337
3309,337
3310,337
3311,337
3312,337
3313,337
3314,337
3315,337
3316,337
3317,337
3318,337
3319,337
3320,337
3321,337
3322,337
3323,337
3324,337
3325,337
3326,338
3327,338
3328,338
3329,338
3330,338
3331,338
3332,338
3333,338
3334,338
3335,338
3336,338
3337,338
3338,338
3339,338
3340,338
3341,338
3342,338
3343,338
3344,338
3345,338
3346,338
3347,338
3348,338
3349,338
3350,338
3351,340
3352,340
3353,340
3354,340
3355,340
3356,340
3357,340
3358,340
3359,340
3360,340
3361,340
3362,340
3363,340
3364,340
3365,340
3366,340
3367,340
3368,340
3369,340
3370,340
3371,340
3372,340
3373,340
3374,341
3375,341
3376,341
3377,341
3378,341
3379,341
3380,341
3381,341
3382,341
3383,341
3384,341
3385,341
3386,341
3387,341
3388,341
3389,341
3390,341
3391,341
3392,341
3393,341
3394,341
3395,341
3396,341
3397,342
3398,342
3399,342
3400,342
3401,343
3402,343
3403,343
3404,343
3405,343
3406,343
3407,343
3408,343
3409,343
3410,343
3411,343
3412,343
3413,343
3414,343
3415,343
3416,343
3417,343
3418,343
3419,343
3420,343
3421,344
3422,344
3423,344
3424,344
3425,344
3426,344
3427,344
3428,344
3429,344
3430,344
3431,344
3432,344
3433,344
3434,344
3435,344
3436,344
3437,344
3438,344
3439,344
3440,344
3441,344
3442,344
3443,344
3444,344
3445,345
3446,345
3447,345
3448,345
3449,345
3450,345
3451,345
3452,346
3453,346
3454,346
3455,346
3456,346
3457,346
3458,346
3459,346
3460,346
3461,346
3462,346
3463,346
3464,346
3465,346
3466,346
3467,346
3468,346
3469,347
3470,347
3471,347
3472,347
3473,347
3474,347
3475,347
3476,347
3477,347
3478,347
3479,347
3480,347
3481,347
3482,347
3483,347
3484,347
3485,347
3486,347
3487,347
3488,347
3489,347
3490,347
3491,347
3492,347
3493,348
3494,348
3495,348
3496,348
3497,348
3498,348
3499,348
3500,348
3501,349
3502,349
3503,349
3504,349
3505,349
3506,349
3507,349
3508,349
3509,349
3510,349
3511,349
3512,349
3513,349
3514,349
3515,349
3516,349
3517,350
3518,350
3519,350
3520,350
3521,350
3522,350
3523,350
3524,350
3525,350
3526,350
3527,350
3528,350
3529,350
3530,350
3531,350
3532,350
3533,350
3534,350
3535,350
3536,350
3537,350
3538,350
3539,350
3540,350
3541,350
3542,351
3543,351
3544,351
3545,351
3546,351
3547,351
3548,351
3549,351
3550,352
3551,352
3552,352
3553,352
3554,352
3555,352
3556,352
3557,352
3558,352
3559,352
3560,352
3561,352
3562,352
3563,352
3564,352
3565,352
3566,353
3567,353
3568,353
3569,353
3570,353
3571,353
3572,353
3573,353
3574,353
3575,353
3576,353
3577,353
3578,353
3579,353
3580,353
3581,353
3582,353
3583,353
3584,353
3585,353
3586,353
3587,353
3588,353
3589,353
3590,354
3591,354
3592,354
3593,354
3594,354
3595,354
3596,354
3597,354
3598,354
3599,354
3600,354
3601,355
3602,355
3603,355
3604,355
3605,355
3606,355
3607,355
3608,355
3609,355
3610,355
3611,355
3612,355
3613,355
3614,355
3615,355
3616,356
3617,356
3618,356
3619,356
3620,356
3621,356
3622,356
3623,356
3624,356
3625,356
3626,356
3627,356
3628,356
3629,356
3630,356
3631,356
3632,356
3633,356
3634,356
3635,356
3636,356
3637,356
3638,356
3639,356
3640,356
3641,357
3642,357
3643,357
3644,357
3645,357
3646,357
3647,357
3648,357
3649,357
3650,357
3651,358
3652,358
3653,358
3654,358
3655,358
3656,358
3657,358
3658,358
3659,358
3660,358
3661,358
3662,358
3663,358
3664,358
3665,358
3666,358
3667,359
3668,359
3669,359
3670,359
3671,359
3672,359
3673,359
3674,359
3675,359
3676,359
3677,359
3678,359
3679,359
3680,359
3681,359
3682,359
3683,359
3684,359
3685,359
3686,359
3687,359
3688,359
3689,359
3690,359
3691,360
3692,360
3693,360
3694,360
3695,360
3696,360
3697,360
3698,360
3699,360
3700,360
3701,361
3702,361
3703,361
3704,361
3705,361
3706,361
3707,361
3708,361
3709,361
3710,361
3711,361
3712,361
3713,361
3714,361
3715,361
3716,361
3717,361
3718,362
3719,362
3720,362
3721,362
3722,362
3723,362
3724,362
3725,362
3726,362
3727,362
3728,362
3729,362
3730,362
3731,362
3732,362
3733,362
3734,362
3735,362
3736,362
3737,362
3738,362
3739,362
3740,362
3741,362
3742,362
3743,363
3744,363
3745,363
3746,363
3747,363
3748,363
3749,363
3750,363
3751,364
3752,364
3753,364
3754,364
3755,364
3756,364
3757,364
3758,364
3759,364
3760,364
3761,364
3762,364
3763,364
3764,364
3765,364
3766,364
3767,364
3768,364
3769,364
3770,365
3771,365
3772,365
3773,365
3774,365
3775,365
3776,365
3777,365
3778,365
3779,365
3780,365
3781,365
3782,365
3783,365
3784,365
3785,365
3786,365
3787,365
3788,365
3789,365
3790,365
3791,365
3792,365
3793,365
3794,365
3795,366
3796,366
3797,366
3798,366
3799,366
3800,366
3801,367
3802,367
3803,367
3804,367
3805,367
3806,367
3807,367
3808,367
3809,367
3810,367
3811,367
3812,367
3813,367
3814,367
3815,367
3816,367
3817,367
3818,367
3819,367
3820,367
3821,367
3822,368
3823,368
3824,368
3825,368
3826,368
3827,368
3828,368
3829,368
3830,368
3831,368
3832,368
3833,368
3834,368
3835,368
3836,368
3837,368
3838,368
3839,368
3840,368
3841,368
3842,368
3843,368
3844,368
3845,368
3846,368
3847,368
3848,368
3849,369
3850,369
3851,370
3852,370
3853,370
3854,370
3855,370
3856,370
3857,370
3858,370
3859,370
3860,370
3861,370
3862,370
3863,370
3864,370
3865,370
3866,370
3867,370
3868,370
3869,370
3870,370
3871,370
3872,370
3873,370
3874,370
3875,370
3876,371
3877,371
3878,371
3879,371
3880,371
3881,371
3882,371
3883,371
3884,371
3885,371
3886,371
3887,371
3888,371
3889,371
3890,371
3891,371
3892,371
3893,371
3894,371
3895,371
3896,371
3897,371
3898,371
3899,371
3900,372
3901,372
3902,373
3903,373
3904,373
3905,373
3906,373
3907,373
3908,373
3909,373
3910,373
3911,373
3912,373
3913,373
3914,373
3915,373
3916,373
3917,373
3918,373
3919,373
3920,373
3921,373
3922,373
3923,373
3924,373
3925,373
3926,373
3927,373
3928,373
3929,373
3930,374
3931,374
3932,374
3933,374
3934,374
3935,374
3936,374
3937,374
3938,374
3939,374
3940,374
3941,374
3942,374
3943,374
3944,374
3945,374
3946,374
3947,374
3948,374
3949,374
3950,375
3951,375
3952,375
3953,375
3954,375
3955,375
3956,375
3957,375
3958,376
3959,376
3960,376
3961,376
3962,376
3963,376
3964,376
3965,376
3966,376
3967,376
3968,376
3969,376
3970,376
3971,376
3972,376
3973,376
3974,376
3975,376
3976,376
3977,376
3978,376
3979,376
3980,376
3981,376
3982,376
3983,376
3984,377
3985,377
3986,377
3987,377
3988,377
3989,377
3990,377
3991,377
3992,377
3993,377
3994,377
3995,377
3996,377
3997,377
3998,377
3999,377
4000,377
4001,378
4002,378
4003,378
4004,378
4005,378
4006,378
4007,378
4008,378
4009,378
4010,378
4011,378
4012,379
4013,379
4014,379
4015,379
4016,379
4017,379
4018,379
4019,379
4020,379
4021,379
4022,379
4023,379
4024,379
4025,379
4026,379
4027,379
4028,379
4029,379
4030,379
4031,379
4032,379
4033,379
4034,379
4035,379
4036,379
4037,379
4038,379
4039,379
4040,380
4041,380
4042,380
4043,380
4044,380
4045,380
4046,380
4047,380
4048,380
4049,380
4050,380
4051,381
4052,381
4053,381
4054,381
4055,381
4056,381
4057,381
4058,381
4059,381
4060,381
4061,381
4062,381
4063,381
4064,381
4065,381
4066,381
4067,382
4068,382
4069,382
4070,382
4071,382
4072,382
4073,382
4074,382
4075,382
4076,382
4077,382
4078,382
4079,382
4080,382
4081,382
4082,382
4083,382
4084,382
4085,382
4086,382
4087,382
4088,382
4089,382
4090,382
4091,382
4092,382
4093,382
4094,382
4095,382
4096,382
4097,383
4098,383
4099,383
4100,383
4101,384
4102,384
4103,384
4104,384
4105,384
4106,384
4107,384
4108,384
4109,384
4110,384
4111,384
4112,384
4113,384
4114,384
4115,384
4116,384
4117,384
4118,384
4119,384
4120,384
4121,384
4122,384
4123,384
4124,384
4125,385
4126,385
4127,385
4128,385
4129,385
4130,385
4131,385
4132,385
4133,385
4134,385
4135,385
4136,385
4137,385
4138,385
4139,385
4140,385
4141,385
4142,385
4143,385
4144,385
4145,385
4146,385
4147,385
4148,385
4149,385
4150,385
4151,386
4152,386
4153,386
4154,387
4155,387
4156,387
4157,387
4158,387
4159,387
4160,387
4161,387
4162,387
4163,387
4164,387
4165,387
4166,387
4167,387
4168,387
4169,387
4170,387
4171,387
4172,387
4173,387
4174,387
4175,387
4176,387
4177,387
4178,387
4179,387
4180,387
4181,387
4182,387
4183,388
4184,388
4185,388
4186,388
4187,388
4188,388
4189,388
4190,388
4191,388
4192,388
4193,388
4194,388
4195,388
4196,388
4197,388
4198,388
4199,388
4200,388
4201,389
4202,389
4203,389
4204,389
4205,389
4206,389
4207,389
4208,389
4209,389
4210,389
4211,389
4212,390
4213,390
4214,390
4215,390
4216,390
4217,390
4218,390
4219,390
4220,390
4221,390
4222,390
4223,390
4224,390
4225,390
4226,390
4227,390
4228,390
4229,390
4230,390
4231,390
4232,390
4233,390
4234,390
4235,390
4236,390
4237,390
4238,390
4239,390
4240,391
4241,391
4242,391
4243,391
4244,391
4245,391
4246,391
4247,391
4248,391
4249,391
4250,391
4251,392
4252,392
4253,392
4254,392
4255,392
4256,392
4257,392
4258,392
4259,392
4260,392
4261,392
4262,392
4263,392
4264,392
4265,392
4266,392
4267,392
4268,392
4269,392
4270,393
4271,393
4272,393
4273,393
4274,393
4275,393
4276,393
4277,393
4278,393
4279,393
4280,393
4281,393
4282,393
4283,393
4284,393
4285,393
4286,393
4287,393
4288,393
4289,393
4290,393
4291,393
4292,393
4293,393
4294,393
4295,393
4296,393
4297,393
4298,393
4299,393
4300,394
4301,395
4302,395
4303,395
4304,395
4305,395
4306,395
4307,395
4308,395
4309,395
4310,395
4311,395
4312,395
4313,395
4314,395
4315,395
4316,395
4317,395
4318,395
4319,395
4320,395
4321,395
4322,395
4323,395
4324,395
4325,395
4326,395
4327,395
4328,395
4329,395
4330,396
4331,396
4332,396
4333,396
4334,396
4335,396
4336,396
4337,396
4338,396
4339,396
4340,396
4341,396
4342,396
4343,396
4344,396
4345,396
4346,396
4347,396
4348,396
4349,396
4350,396
4351,397
4352,397
4353,397
4354,397
4355,397
4356,397
4357,397
4358,397
4359,397
4360,398
4361,398
4362,398
4363,398
4364,398
4365,398
4366,398
4367,398
4368,398
4369,398
4370,398
4371,398
4372,398
4373,398
4374,398
4375,398
4376,398
4377,398
4378,398
4379,398
4380,398
4381,398
4382,398
4383,398
4384,398
4385,398
4386,398
4387,398
4388,398
4389,398
4390,399
4391,399
4392,399
4393,399
4394,399
4395,399
4396,399
4397,399
4398,399
4399,399
4400,399
4401,400
4402,400
4403,400
4404,400
4405,400
4406,400
4407,400
4408,400
4409,400
4410,400
4411,400
4412,400
4413,400
4414,400
4415,400
4416,400
4417,400
4418,400
4419,400
4420,400
4421,401
4422,401
4423,401
4424,401
4425,401
4426,401
4427,401
4428,401
4429,401
4430,401
4431,401
4432,401
4433,401
4434,401
4435,401
4436,401
4437,401
4438,401
4439,401
4440,401
4441,401
4442,401
4443,401
4444,401
4445,401
4446,401
4447,401
4448,401
4449,401
4450,401
4451,402
4452,402
4453,403
4454,403
4455,403
4456,403
4457,403
4458,403
4459,403
4460,403
4461,403
4462,403
4463,403
4464,403
4465,403
4466,403
4467,403
4468,403
4469,403
4470,403
4471,403
4472,403
4473,403
4474,403
4475,403
4476,403
4477,403
4478,403
4479,403
4480,403
4481,403
4482,403
4483,404
4484,404
4485,404
4486,404
4487,404
4488,404
4489,404
4490,404
4491,404
4492,404
4493,404
4494,404
4495,404
4496,404
4497,404
4498,404
4499,404
4500,404
4501,405
4502,405
4503,405
4504,405
4505,405
4506,405
4507,405
4508,405
4509,405
4510,405
4511,405
4512,405
4513,405
4514,406
4515,406
4516,406
4517,406
4518,406
4519,406
4520,406
4521,406
4522,406
4523,406
4524,406
4525,406
4526,406
4527,406
4528,406
4529,406
4530,406
4531,406
4532,406
4533,406
4534,406
4535,406
4536,406
4537,406
4538,406
4539,406
4540,406
4541,406
4542,406
4543,406
4544,406
4545,407
4546,407
4547,407
4548,407
4549,407
4550,407
4551,408
4552,408
4553,408
4554,408
4555,408
4556,408
4557,408
4558,408
4559,408
4560,408
4561,408
4562,408
4563,408
4564,408
4565,408
4566,408
4567,408
4568,408
4569,408
4570,408
4571,408
4572,408
4573,408
4574,408
4575,408
4576,409
4577,409
4578,409
4579,409
4580,409
4581,409
4582,409
4583,409
4584,409
4585,409
4586,409
4587,409
4588,409
4589,409
4590,409
4591,409
4592,409
4593,409
4594,409
4595,409
4596,409
4597,409
4598,409
4599,409
4600,409
4601,410
4602,410
4603,410
4604,410
4605,410
4606,410
4607,410
4608,410
4609,411
4610,411
4611,411
4612,411
4613,411
4614,411
4615,411
4616,411
4617,411
4618,411
4619,411
4620,411
4621,411
4622,411
4623,411
4624,411
4625,411
4626,411
4627,411
4628,411
4629,411
4630,411
4631,411
4632,411
4633,411
4634,411
4635,411
4636,411
4637,411
4638,411
4639,411
4640,412
4641,412
4642,412
4643,412
4644,412
4645,412
4646,412
4647,412
4648,412
4649,412
4650,412
4651,413
4652,413
4653,413
4654,413
4655,413
4656,413
4657,413
4658,413
4659,413
4660,413
4661,413
4662,413
4663,413
4664,413
4665,413
4666,413
4667,413
4668,413
4669,413
4670,413
4671,413
4672,413
4673,414
4674,414
4675,414
4676,414
4677,414
4678,414
4679,414
4680,414
4681,414
4682,414
4683,414
4684,414
4685,414
4686,414
4687,414
4688,414
4689,414
4690,414
4691,414
4692,414
4693,414
4694,414
4695,414
4696,414
4697,414
4698,414
4699,414
4700,414
4701,415
4702,415
4703,415
4704,415
4705,415
4706,416
4707,416
4708,416
4709,416
4710,416
4711,416
4712,416
4713,416
4714,416
4715,416
4716,416
4717,416
4718,416
4719,416
4720,416
4721,416
4722,416
4723,416
4724,416
4725,416
4726,416
4727,416
4728,416
4729,416
4730,416
4731,416
4732,416
4733,416
4734,416
4735,416
4736,416
4737,416
4738,417
4739,417
4740,417
4741,417
4742,417
4743,417
4744,417
4745,417
4746,417
4747,417
4748,417
4749,417
4750,417
4751,418
4752,418
4753,418
4754,418
4755,418
4756,418
4757,418
4758,418
4759,418
4760,418
4761,418
4762,418
4763,418
4764,418
4765,418
4766,418
4767,418
4768,418
4769,418
4770,418
4771,419
4772,419
4773,419
4774,419
4775,419
4776,419
4777,419
4778,419
4779,419
4780,419
4781,419
4782,419
4783,419
4784,419
4785,419
4786,419
4787,419
4788,419
4789,419
4790,419
4791,419
4792,419
4793,419
4794,419
4795,419
4796,419
4797,419
4798,419
4799,419
4800,419
4801,420
4802,420
4803,420
4804,421
4805,421
4806,421
4807,421
4808,421
4809,421
4810,421
4811,421
4812,421
4813,421
4814,421
4815,421
4816,421
4817,421
4818,421
4819,421
4820,421
4821,421
4822,421
4823,421
4824,421
4825,421
4826,421
4827,421
4828,421
4829,421
4830,421
4831,421
4832,421
4833,421
4834,421
4835,421
4836,421
4837,421
4838,422
4839,422
4840,422
4841,422
4842,422
4843,422
4844,422
4845,422
4846,422
4847,422
4848,422
4849,422
4850,422
4851,423
4852,423
4853,423
4854,423
4855,423
4856,423
4857,423
4858,423
4859,423
4860,423
4861,423
4862,423
4863,423
4864,423
4865,423
4866,423
4867,423
4868,423
4869,423
4870,423
4871,424
4872,424
4873,424
4874,424
4875,424
4876,424
4877,424
4878,424
4879,424
4880,424
4881,424
4882,424
4883,424
4884,424
4885,424
4886,424
4887,424
4888,424
4889,424
4890,424
4891,424
4892,424
4893,424
4894,424
4895,424
4896,424
4897,424
4898,424
4899,424
4900,424
4901,425
4902,425
4903,425
4904,425
4905,426
4906,426
4907,426
4908,426
4909,426
4910,426
4911,426
4912,426
4913,426
4914,426
4915,426
4916,426
4917,426
4918,426
4919,426
4920,426
4921,426
4922,426
4923,426
4924,426
4925,426
4926,426
4927,426
4928,426
4929,426
4930,426
4931,426
4932,426
4933,426
4934,426
4935,426
4936,426
4937,426
4938,426
4939,427
4940,427
4941,427
4942,427
4943,427
4944,427
4945,427
4946,427
4947,427
4948,427
4949,427
4950,427
4951,428
4952,428
4953,428
4954,428
4955,428
4956,428
4957,428
4958,428
4959,428
4960,428
4961,428
4962,428
4963,428
4964,428
4965,428
4966,428
4967,428
4968,428
4969,428
4970,428
4971,428
4972,428
4973,428
4974,429
4975,429
4976,429
4977,429
4978,429
4979,429
4980,429
4981,429
4982,429
4983,429
4984,429
4985,429
4986,429
4987,429
4988,429
4989,429
4990,429
4991,429
4992,429
4993,429
4994,429
4995,429
4996,429
4997,429
4998,429
4999,429
5000,429
5001,429
5002,429
5003,429
5004,429
5005,429
5006,429
5007,429
5008,430
5009,430
5010,430
5011,430
5012,430
5013,430
5014,430
5015,430
5016,430
5017,430
5018,430
5019,430
5020,430
5021,430
5022,430
5023,430
5024,430
5025,430
5026,430
5027,430
5028,430
5029,430
5030,430
5031,430
5032,430
5033,430
5034,430
5035,430
5036,430
5037,430
5038,430
5039,430
5040,430
5041,430
5042,430
5043,431
5044,431
5045,431
5046,431
5047,431
5048,431
5049,431
5050,431
5051,431
5052,431
5053,431
5054,431
5055,431
5056,431
5057,431
5058,431
5059,431
5060,431
5061,431
5062,431
5063,431
5064,431
5065,431
5066,431
5067,431
5068,431
5069,431
5070,431
5071,431
5072,431
5073,431
5074,431
5075,431
5076,431
5077,431
5078,432
5079,432
5080,432
5081,432
5082,432
5083,432
5084,432
5085,432
5086,432
5087,432
5088,432
5089,432
5090,432
5091,432
5092,432
5093,432
5094,432
5095,432
5096,432
5097,432
5098,432
5099,432
5100,432
5101,432
5102,432
5103,432
5104,432
5105,432
5106,432
5107,432
5108,432
5109,432
5110,432
5111,432
5112,432
5113,432
5114,433
5115,433
5116,433
5117,433
5118,433
5119,433
5120,433
5121,433
5122,433
5123,433
5124,433
5125,433
5126,433
5127,433
5128,433
5129,433
5130,433
5131,433
5132,433
5133,433
5134,433
5135,433
5136,433
5137,433
5138,433
5139,433
5140,433
5141,433
5142,433
5143,433
5144,433
5145,433
5146,433
5147,433
5148,433
5149,434
5150,434
5151,434
5152,434
5153,434
5154,434
5155,434
5156,434
5157,434
5158,434
5159,434
5160,434
5161,434
5162,434
5163,434
5164,434
5165,434
5166,434
5167,434
5168,434
5169,434
5170,434
5171,434
5172,434
5173,434
5174,434
5175,434
5176,434
5177,434
5178,434
5179,434
5180,434
5181,434
5182,434
5183,434
5184,434
5185,435
5186,435
5187,435
5188,435
5189,435
5190,435
5191,435
5192,435
5193,435
5194,435
5195,435
5196,435
5197,435
5198,435
5199,435
5200,435
5201,435
5202,435
5203,435
5204,435
5205,435
5206,435
5207,435
5208,435
5209,435
5210,435
5211,435
5212,435
5213,435
5214,435
5215,435
5216,435
5217,435
5218,435
5219,435
5220,435
5221,436
5222,436
5223,436
5224,436
5225,436
5226,436
5227,436
5228,436
5229,436
5230,436
5231,436
5232,436
5233,436
5234,436
5235,436
5236,436
5237,436
5238,436
5239,436
5240,436
5241,436
5242,436
5243,436
5244,436
5245,436
5246,436
5247,436
5248,436
5249,436
5250,436
5251,436
5252,436
5253,436
5254,436
5255,436
5256,436
5257,437
5258,437
5259,437
5260,437
5261,437
5262,437
5263,437
5264,437
5265,437
5266,437
5267,437
5268,437
5269,437
5270,437
5271,437
5272,437
5273,437
5274,437
5275,437
5276,437
5277,437
5278,437
5279,437
5280,437
5281,437
5282,437
5283,437
5284,437
5285,437
5286,437
5287,437
5288,437
5289,437
5290,437
5291,437
5292,437
5293,437
5294,438
5295,438
5296,438
5297,438
5298,438
5299,438
5300,438
5301,438
5302,438
5303,438
5304,438
5305,438
5306,438
5307,438
5308,438
5309,438
5310,438
5311,438
5312,438
5313,438
5314,438
5315,438
5316,438
5317,438
5318,438
5319,438
5320,438
5321,438
5322,438
5323,438
5324,438
5325,438
5326,438
5327,438
5328,438
5329,438
5330,438
5331,439
5332,439
5333,439
5334,439
5335,439
5336,439
5337,439
5338,439
5339,439
5340,439
5341,439
5342,439
5343,439
5344,439
5345,439
5346,439
5347,439
5348,439
5349,439
5350,439
5351,439
5352,439
5353,439
5354,439
5355,439
5356,439
5357,439
5358,439
5359,439
5360,439
5361,439
5362,439
5363,439
5364,439
5365,439
5366,439
5367,439
5368,440
5369,440
5370,440
5371,440
5372,440
5373,440
5374,440
5375,440
5376,440
5377,440
5378,440
5379,440
5380,440
5381,440
5382,440
5383,440
5384,440
5385,440
5386,440
5387,440
5388,440
5389,440
5390,440
5391,440
5392,440
5393,440
5394,440
5395,440
5396,440
5397,440
5398,440
5399,440
5400,440
5401,440
5402,440
5403,440
5404,440
5405,441
5406,441
5407,441
5408,441
5409,441
5410,441
5411,441
5412,441
5413,441
5414,441
5415,441
5416,441
5417,441
5418,441
5419,441
5420,441
5421,441
5422,441
5423,441
5424,441
5425,441
5426,441
5427,441
5428,441
5429,441
5430,441
5431,441
5432,441
5433,441
5434,441
5435,441
5436,441
5437,441
5438,441
5439,441
5440,441
5441,441
5442,441
5443,442
5444,442
5445,442
5446,442
5447,442
5448,442
5449,442
5450,442
5451,442
5452,442
5453,442
5454,442
5455,442
5456,442
5457,442
5458,442
5459,442
5460,442
5461,442
5462,442
5463,442
5464,442
5465,442
5466,442
5467,442
5468,442
5469,442
5470,442
5471,442
5472,442
5473,442
5474,442
5475,442
5476,442
5477,442
5478,442
5479,442
5480,442
5481,443
5482,443
5483,443
5484,443
5485,443
5486,443
5487,443
5488,443
5489,443
5490,443
5491,443
5492,443
5493,443
5494,443
5495,443
5496,443
5497,443
5498,443
5499,443
5500,443
5501,443
5502,443
5503,443
5504,443
5505,443
5506,443
5507,443
5508,443
5509,443
5510,443
5511,443
5512,443
5513,443
5514,443
5515,443
5516,443
5517,443
5518,443
5519,444
5520,444
5521,444
5522,444
5523,444
5524,444
5525,444
5526,444
5527,444
5528,444
5529,444
5530,444
5531,444
5532,444
5533,444
5534,444
5535,444
5536,444
5537,444
5538,444
5539,444
5540,444
5541,444
5542,444
5543,444
5544,444
5545,444
5546,444
5547,444
5548,444
5549,444
5550,444
5551,444
5552,444
5553,444
5554,444
5555,444
5556,444
5557,445
5558,445
5559,445
5560,445
5561,445
5562,445
5563,445
5564,445
5565,445
5566,445
5567,445
5568,445
5569,445
5570,445
5571,445
5572,445
5573,445
5574,445
5575,445
5576,445
5577,445
5578,445
5579,445
5580,445
5581,445
5582,445
5583,445
5584,445
5585,445
5586,445
5587,445
5588,445
5589,445
5590,445
5591,445
5592,445
5593,445
5594,445
5595,445
5596,446
5597,446
5598,446
5599,446
5600,446
5601,446
5602,446
5603,446
5604,446
5605,446
5606,446
5607,446
5608,446
5609,446
5610,446
5611,446
5612,446
5613,446
5614,446
5615,446
5616,446
5617,446
5618,446
5619,446
5620,446
5621,446
5622,446
5623,446
5624,446
5625,446
5626,446
5627,446
5628,446
5629,446
5630,446
5631,446
5632,446
5633,446
5634,446
5635,447
5636,447
5637,447
5638,447
5639,447
5640,447
5641,447
5642,447
5643,447
5644,447
5645,447
5646,447
5647,447
5648,447
5649,447
5650,447
5651,447
5652,447
5653,447
5654,447
5655,447
5656,447
5657,447
5658,447
5659,447
5660,447
5661,447
5662,447
5663,447
5664,447
5665,447
5666,447
5667,447
5668,447
5669,447
5670,447
5671,447
5672,447
5673,447
5674,448
5675,448
5676,448
5677,448
5678,448
5679,448
5680,448
5681,448
5682,448
5683,448
5684,448
5685,448
5686,448
5687,448
5688,448
5689,448
5690,448
5691,448
5692,448
5693,448
5694,448
5695,448
5696,448
5697,448
5698,448
5699,448
5700,448
5701,448
5702,448
5703,448
5704,448
5705,448
5706,448
5707,448
5708,448
5709,448
5710,448
5711,448
5712,448
5713,449
5714,449
5715,449
5716,449
5717,449
5718,449
5719,449
5720,449
5721,449
5722,449
5723,449
5724,449
5725,449
5726,449
5727,449
5728,449
5729,449
5730,449
5731,449
5732,449
5733,449
5734,449
5735,449
5736,449
5737,449
5738,449
5739,449
5740,449
5741,449
5742,449
5743,449
5744,449
5745,449
5746,449
5747,449
5748,449
5749,449
5750,449
5751,449
5752,449
5753,450
5754,450
5755,450
5756,450
5757,450
5758,450
5759,450
5760,450
5761,450
5762,450
5763,450
5764,450
5765,450
5766,450
5767,450
5768,450
5769,450
5770,450
5771,450
5772,450
5773,450
5774,450
5775,450
5776,450
5777,450
5778,450
5779,450
5780,450
5781,450
5782,450
5783,450
5784,450
5785,450
5786,450
5787,450
5788,450
5789,450
5790,450
5791,450
5792,450
5793,451
